character1,character2,boolean_similarity
ABSTRACT WORKER #1,ABSTRACT WORKER #1,1.0
ABSTRACT WORKER #1,ABSTRACT WORKER #2,0.0
ABSTRACT WORKER #1,Angelo,0.141456288029
ABSTRACT WORKER #1,BING BONG,0.120604537831
ABSTRACT WORKER #1,BOYFRIEND GENERATOR WORKER,0.0
ABSTRACT WORKER #1,CLOUD MAN,0.0753778361444
ABSTRACT WORKER #1,CLOUD WITNESS,0.0
ABSTRACT WORKER #1,DAD,0.150616019019
ABSTRACT WORKER #1,DAD'S Angelo,0.123299240479
ABSTRACT WORKER #1,DAD'S Felipe,0.0481125224325
ABSTRACT WORKER #1,DREAM DIRECTOR,0.142857142857
ABSTRACT WORKER #1,DREAM PRODUCTIONS COP #1,0.0
ABSTRACT WORKER #1,DREAM STUDENT #1,0.111803398875
ABSTRACT WORKER #1,DREAM STUDENT #2,0.102062072616
ABSTRACT WORKER #1,Diane,0.119627537229
ABSTRACT WORKER #1,EXTRA,0.172061800403
ABSTRACT WORKER #1,FEMALE FORGETTER,0.117130321416
ABSTRACT WORKER #1,Felipe,0.127775313
ABSTRACT WORKER #1,GIRL ALARM,0.0
ABSTRACT WORKER #1,GUM MEMORY,0.0
ABSTRACT WORKER #1,HELICOPTER PILOT,0.0
ABSTRACT WORKER #1,HOCKEY COACH,0.0883883476483
ABSTRACT WORKER #1,HOCKEY TEAMMATE,0.144337567297
ABSTRACT WORKER #1,HOUSE OF CARDS WORKER,0.0
ABSTRACT WORKER #1,IMAGINARY BOYFRIEND,0.0
ABSTRACT WORKER #1,IMAGINARY BOYFRIENDS,0.0
ABSTRACT WORKER #1,JANGLES,0.0790569415042
ABSTRACT WORKER #1,Joyce,0.09474209112
ABSTRACT WORKER #1,MALE FORGETTER,0.104006286792
ABSTRACT WORKER #1,MEG,0.174077655956
ABSTRACT WORKER #1,MIND WORKER COP #1,0.0693375245282
ABSTRACT WORKER #1,MIND WORKER COP #2,0.0
ABSTRACT WORKER #1,MOM,0.117130321416
ABSTRACT WORKER #1,MOM'S Angelo,0.181901718777
ABSTRACT WORKER #1,MOM'S Diane,0.159900537267
ABSTRACT WORKER #1,MOM'S Felipe,0.0721687836487
ABSTRACT WORKER #1,MOM'S Joyce,0.0753778361444
ABSTRACT WORKER #1,MOM'S Sandra,0.0980580675691
ABSTRACT WORKER #1,MOUSE,0.0
ABSTRACT WORKER #1,PIZZA BEAR,0.111803398875
ABSTRACT WORKER #1,PIZZA SLICE,0.0
ABSTRACT WORKER #1,RILEY,0.131055608499
ABSTRACT WORKER #1,RILEY VOICE,0.0
ABSTRACT WORKER #1,SPORTS ANNOUNCER,0.0
ABSTRACT WORKER #1,SUBCONSCIOUS GUARD DAVE,0.129099444874
ABSTRACT WORKER #1,SUBCONSCIOUS GUARD FRANK,0.129099444874
ABSTRACT WORKER #1,Sandra,0.138740943595
ABSTRACT WORKER #1,TEACHER,0.26940795304
ABSTRACT WORKER #1,TRAIN ENGINEER,0.125
ABSTRACT WORKER #1,WORKER #1,0.176776695297
ABSTRACT WORKER #1,WORKER FRITZ,0.0944911182523
ABSTRACT WORKER #1,YOUNG RILEY,0.216506350946
ABSTRACT WORKER #2,ABSTRACT WORKER #2,1.0
ABSTRACT WORKER #2,Angelo,0.0
ABSTRACT WORKER #2,BING BONG,0.0301511344578
ABSTRACT WORKER #2,BOYFRIEND GENERATOR WORKER,0.0
ABSTRACT WORKER #2,CLOUD MAN,0.0
ABSTRACT WORKER #2,CLOUD WITNESS,0.0
ABSTRACT WORKER #2,DAD,0.0
ABSTRACT WORKER #2,DAD'S Angelo,0.0
ABSTRACT WORKER #2,DAD'S Felipe,0.0
ABSTRACT WORKER #2,DREAM DIRECTOR,0.0
ABSTRACT WORKER #2,DREAM PRODUCTIONS COP #1,0.0
ABSTRACT WORKER #2,DREAM STUDENT #1,0.0
ABSTRACT WORKER #2,DREAM STUDENT #2,0.0
ABSTRACT WORKER #2,Diane,0.0
ABSTRACT WORKER #2,EXTRA,0.0
ABSTRACT WORKER #2,FEMALE FORGETTER,0.0
ABSTRACT WORKER #2,Felipe,0.0
ABSTRACT WORKER #2,GIRL ALARM,0.0
ABSTRACT WORKER #2,GUM MEMORY,0.0
ABSTRACT WORKER #2,HELICOPTER PILOT,0.0
ABSTRACT WORKER #2,HOCKEY COACH,0.0
ABSTRACT WORKER #2,HOCKEY TEAMMATE,0.0
ABSTRACT WORKER #2,HOUSE OF CARDS WORKER,0.0
ABSTRACT WORKER #2,IMAGINARY BOYFRIEND,0.0
ABSTRACT WORKER #2,IMAGINARY BOYFRIENDS,0.0
ABSTRACT WORKER #2,JANGLES,0.0
ABSTRACT WORKER #2,Joyce,0.0210537980267
ABSTRACT WORKER #2,MALE FORGETTER,0.0
ABSTRACT WORKER #2,MEG,0.0
ABSTRACT WORKER #2,MIND WORKER COP #1,0.0
ABSTRACT WORKER #2,MIND WORKER COP #2,0.0
ABSTRACT WORKER #2,MOM,0.0
ABSTRACT WORKER #2,MOM'S Angelo,0.0
ABSTRACT WORKER #2,MOM'S Diane,0.0
ABSTRACT WORKER #2,MOM'S Felipe,0.0
ABSTRACT WORKER #2,MOM'S Joyce,0.0
ABSTRACT WORKER #2,MOM'S Sandra,0.0
ABSTRACT WORKER #2,MOUSE,0.0
ABSTRACT WORKER #2,PIZZA BEAR,0.0
ABSTRACT WORKER #2,PIZZA SLICE,0.0
ABSTRACT WORKER #2,RILEY,0.0
ABSTRACT WORKER #2,RILEY VOICE,0.0
ABSTRACT WORKER #2,SPORTS ANNOUNCER,0.0
ABSTRACT WORKER #2,SUBCONSCIOUS GUARD DAVE,0.0
ABSTRACT WORKER #2,SUBCONSCIOUS GUARD FRANK,0.0
ABSTRACT WORKER #2,Sandra,0.0616626415978
ABSTRACT WORKER #2,TEACHER,0.0
ABSTRACT WORKER #2,TRAIN ENGINEER,0.0
ABSTRACT WORKER #2,WORKER #1,0.0
ABSTRACT WORKER #2,WORKER FRITZ,0.0
ABSTRACT WORKER #2,YOUNG RILEY,0.0
Angelo,Angelo,1.0
Angelo,BING BONG,0.276755495021
Angelo,BOYFRIEND GENERATOR WORKER,0.0
Angelo,CLOUD MAN,0.11373513494
Angelo,CLOUD WITNESS,0.0889108448949
Angelo,DAD,0.324656502372
Angelo,DAD'S Angelo,0.206713515555
Angelo,DAD'S Felipe,0.0483969339094
Angelo,DREAM DIRECTOR,0.161664329176
Angelo,DREAM PRODUCTIONS COP #1,0.0725954008641
Angelo,DREAM STUDENT #1,0.0562321557116
Angelo,DREAM STUDENT #2,0.128331750585
Angelo,Diane,0.382492443241
Angelo,EXTRA,0.129809192515
Angelo,FEMALE FORGETTER,0.2160083263
Angelo,Felipe,0.369525594676
Angelo,GIRL ALARM,0.0444554224474
Angelo,GUM MEMORY,0.102665400468
Angelo,HELICOPTER PILOT,0.036297700432
Angelo,HOCKEY COACH,0.0666831336712
Angelo,HOCKEY TEAMMATE,0.0725954008641
Angelo,HOUSE OF CARDS WORKER,0.0628694613462
Angelo,IMAGINARY BOYFRIEND,0.102665400468
Angelo,IMAGINARY BOYFRIENDS,0.0889108448949
Angelo,JANGLES,0.0994053465609
Angelo,Joyce,0.346793926602
Angelo,MALE FORGETTER,0.139494810181
Angelo,MEG,0.164162526935
Angelo,MIND WORKER COP #1,0.174368512727
Angelo,MIND WORKER COP #2,0.0
Angelo,MOM,0.274919688018
Angelo,MOM'S Angelo,0.152480841033
Angelo,MOM'S Diane,0.174249584547
Angelo,MOM'S Felipe,0.163339651944
Angelo,MOM'S Joyce,0.151646846587
Angelo,MOM'S Sandra,0.197275452439
Angelo,MOUSE,0.125738922692
Angelo,PIZZA BEAR,0.0562321557116
Angelo,PIZZA SLICE,0.0725954008641
Angelo,RILEY,0.274646517091
Angelo,RILEY VOICE,0.0843482335673
Angelo,SPORTS ANNOUNCER,0.0237624228261
Angelo,SUBCONSCIOUS GUARD DAVE,0.146095426067
Angelo,SUBCONSCIOUS GUARD FRANK,0.146095426067
Angelo,Sandra,0.30238237087
Angelo,TEACHER,0.20325039468
Angelo,TRAIN ENGINEER,0.0943041920193
Angelo,WORKER #1,0.133366267342
Angelo,WORKER FRITZ,0.142574536957
Angelo,YOUNG RILEY,0.108893101296
BING BONG,BING BONG,1.0
BING BONG,BOYFRIEND GENERATOR WORKER,0.0426401432711
BING BONG,CLOUD MAN,0.0909090909091
BING BONG,CLOUD WITNESS,0.0426401432711
BING BONG,DAD,0.264689641015
BING BONG,DAD'S Angelo,0.138790847187
BING BONG,DAD'S Felipe,0.081236239446
BING BONG,DREAM DIRECTOR,0.180906806747
BING BONG,DREAM PRODUCTIONS COP #1,0.104446593573
BING BONG,DREAM STUDENT #1,0.0539359889971
BING BONG,DREAM STUDENT #2,0.0984731927835
BING BONG,Diane,0.267941585589
BING BONG,EXTRA,0.0968400249413
BING BONG,FEMALE FORGETTER,0.2166055403
BING BONG,Felipe,0.300500510126
BING BONG,GIRL ALARM,0.0426401432711
BING BONG,GUM MEMORY,0.0492365963917
BING BONG,HELICOPTER PILOT,0.0696310623823
BING BONG,HOCKEY COACH,0.0639602149067
BING BONG,HOCKEY TEAMMATE,0.104446593573
BING BONG,HOUSE OF CARDS WORKER,0.0301511344578
BING BONG,IMAGINARY BOYFRIEND,0.0738548945876
BING BONG,IMAGINARY BOYFRIENDS,0.0852802865422
BING BONG,JANGLES,0.0572077553547
BING BONG,Joyce,0.388495087831
BING BONG,MALE FORGETTER,0.158885981901
BING BONG,MEG,0.146961886703
BING BONG,MIND WORKER COP #1,0.167248402001
BING BONG,MIND WORKER COP #2,0.0301511344578
BING BONG,MOM,0.268402517328
BING BONG,MOM'S Angelo,0.0877526908953
BING BONG,MOM'S Diane,0.154277843168
BING BONG,MOM'S Felipe,0.121854359169
BING BONG,MOM'S Joyce,0.127272727273
BING BONG,MOM'S Sandra,0.141914975037
BING BONG,MOUSE,0.0904534033733
BING BONG,PIZZA BEAR,0.0269679944985
BING BONG,PIZZA SLICE,0.0348155311911
BING BONG,RILEY,0.258163051189
BING BONG,RILEY VOICE,0.0269679944985
BING BONG,SPORTS ANNOUNCER,0.0455842305839
BING BONG,SUBCONSCIOUS GUARD DAVE,0.155699788832
BING BONG,SUBCONSCIOUS GUARD FRANK,0.171269767716
BING BONG,Sandra,0.327218953219
BING BONG,TEACHER,0.173289715544
BING BONG,TRAIN ENGINEER,0.0603022689156
BING BONG,WORKER #1,0.106600358178
BING BONG,WORKER FRITZ,0.11396057646
BING BONG,YOUNG RILEY,0.139262124765
BOYFRIEND GENERATOR WORKER,BOYFRIEND GENERATOR WORKER,1.0
BOYFRIEND GENERATOR WORKER,CLOUD MAN,0.0
BOYFRIEND GENERATOR WORKER,CLOUD WITNESS,0.0
BOYFRIEND GENERATOR WORKER,DAD,0.0
BOYFRIEND GENERATOR WORKER,DAD'S Angelo,0.0
BOYFRIEND GENERATOR WORKER,DAD'S Felipe,0.0
BOYFRIEND GENERATOR WORKER,DREAM DIRECTOR,0.0
BOYFRIEND GENERATOR WORKER,DREAM PRODUCTIONS COP #1,0.0
BOYFRIEND GENERATOR WORKER,DREAM STUDENT #1,0.0
BOYFRIEND GENERATOR WORKER,DREAM STUDENT #2,0.0
BOYFRIEND GENERATOR WORKER,Diane,0.0
BOYFRIEND GENERATOR WORKER,EXTRA,0.0
BOYFRIEND GENERATOR WORKER,FEMALE FORGETTER,0.0
BOYFRIEND GENERATOR WORKER,Felipe,0.0
BOYFRIEND GENERATOR WORKER,GIRL ALARM,0.0
BOYFRIEND GENERATOR WORKER,GUM MEMORY,0.0
BOYFRIEND GENERATOR WORKER,HELICOPTER PILOT,0.0
BOYFRIEND GENERATOR WORKER,HOCKEY COACH,0.0
BOYFRIEND GENERATOR WORKER,HOCKEY TEAMMATE,0.0
BOYFRIEND GENERATOR WORKER,HOUSE OF CARDS WORKER,0.0
BOYFRIEND GENERATOR WORKER,IMAGINARY BOYFRIEND,0.0
BOYFRIEND GENERATOR WORKER,IMAGINARY BOYFRIENDS,0.0
BOYFRIEND GENERATOR WORKER,JANGLES,0.0
BOYFRIEND GENERATOR WORKER,Joyce,0.0
BOYFRIEND GENERATOR WORKER,MALE FORGETTER,0.0
BOYFRIEND GENERATOR WORKER,MEG,0.0
BOYFRIEND GENERATOR WORKER,MIND WORKER COP #1,0.0
BOYFRIEND GENERATOR WORKER,MIND WORKER COP #2,0.0
BOYFRIEND GENERATOR WORKER,MOM,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Angelo,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Diane,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Felipe,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Joyce,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Sandra,0.0
BOYFRIEND GENERATOR WORKER,MOUSE,0.0
BOYFRIEND GENERATOR WORKER,PIZZA BEAR,0.0
BOYFRIEND GENERATOR WORKER,PIZZA SLICE,0.0
BOYFRIEND GENERATOR WORKER,RILEY,0.0
BOYFRIEND GENERATOR WORKER,RILEY VOICE,0.0
BOYFRIEND GENERATOR WORKER,SPORTS ANNOUNCER,0.0
BOYFRIEND GENERATOR WORKER,SUBCONSCIOUS GUARD DAVE,0.0
BOYFRIEND GENERATOR WORKER,SUBCONSCIOUS GUARD FRANK,0.0
BOYFRIEND GENERATOR WORKER,Sandra,0.0
BOYFRIEND GENERATOR WORKER,TEACHER,0.0
BOYFRIEND GENERATOR WORKER,TRAIN ENGINEER,0.0
BOYFRIEND GENERATOR WORKER,WORKER #1,0.0
BOYFRIEND GENERATOR WORKER,WORKER FRITZ,0.0
BOYFRIEND GENERATOR WORKER,YOUNG RILEY,0.0
CLOUD MAN,CLOUD MAN,1.0
CLOUD MAN,CLOUD WITNESS,0.213200716356
CLOUD MAN,DAD,0.103799859222
CLOUD MAN,DAD'S Angelo,0.148704479129
CLOUD MAN,DAD'S Felipe,0.116051770637
CLOUD MAN,DREAM DIRECTOR,0.0861460984508
CLOUD MAN,DREAM PRODUCTIONS COP #1,0.174077655956
CLOUD MAN,DREAM STUDENT #1,0.134839972493
CLOUD MAN,DREAM STUDENT #2,0.246182981959
CLOUD MAN,Diane,0.123665347195
CLOUD MAN,EXTRA,0.138342892773
CLOUD MAN,FEMALE FORGETTER,0.0941763218696
CLOUD MAN,Felipe,0.0963142660662
CLOUD MAN,GIRL ALARM,0.213200716356
CLOUD MAN,GUM MEMORY,0.123091490979
CLOUD MAN,HELICOPTER PILOT,0.0
CLOUD MAN,HOCKEY COACH,0.106600358178
CLOUD MAN,HOCKEY TEAMMATE,0.174077655956
CLOUD MAN,HOUSE OF CARDS WORKER,0.150755672289
CLOUD MAN,IMAGINARY BOYFRIEND,0.246182981959
CLOUD MAN,IMAGINARY BOYFRIENDS,0.213200716356
CLOUD MAN,JANGLES,0.0953462589246
CLOUD MAN,Joyce,0.114263261127
CLOUD MAN,MALE FORGETTER,0.0836242010007
CLOUD MAN,MEG,0.104972776216
CLOUD MAN,MIND WORKER COP #1,0.250872603002
CLOUD MAN,MIND WORKER COP #2,0.0
CLOUD MAN,MOM,0.117720402337
CLOUD MAN,MOM'S Angelo,0.219381727238
CLOUD MAN,MOM'S Diane,0.128564869307
CLOUD MAN,MOM'S Felipe,0.174077655956
CLOUD MAN,MOM'S Joyce,0.181818181818
CLOUD MAN,MOM'S Sandra,0.118262479198
CLOUD MAN,MOUSE,0.150755672289
CLOUD MAN,PIZZA BEAR,0.134839972493
CLOUD MAN,PIZZA SLICE,0.174077655956
CLOUD MAN,RILEY,0.0790295054661
CLOUD MAN,RILEY VOICE,0.0
CLOUD MAN,SPORTS ANNOUNCER,0.0
CLOUD MAN,SUBCONSCIOUS GUARD DAVE,0.233549683248
CLOUD MAN,SUBCONSCIOUS GUARD FRANK,0.155699788832
CLOUD MAN,Sandra,0.11155191587
CLOUD MAN,TEACHER,0.108306072215
CLOUD MAN,TRAIN ENGINEER,0.0
CLOUD MAN,WORKER #1,0.213200716356
CLOUD MAN,WORKER FRITZ,0.11396057646
CLOUD MAN,YOUNG RILEY,0.174077655956
CLOUD WITNESS,CLOUD WITNESS,1.0
CLOUD WITNESS,DAD,0.060858061945
CLOUD WITNESS,DAD'S Angelo,0.116247638744
CLOUD WITNESS,DAD'S Felipe,0.136082763488
CLOUD WITNESS,DREAM DIRECTOR,0.101015254455
CLOUD WITNESS,DREAM PRODUCTIONS COP #1,0.408248290464
CLOUD WITNESS,DREAM STUDENT #1,0.316227766017
CLOUD WITNESS,DREAM STUDENT #2,0.288675134595
CLOUD WITNESS,Diane,0.0966736489046
CLOUD WITNESS,EXTRA,0.0
CLOUD WITNESS,FEMALE FORGETTER,0.110431526075
CLOUD WITNESS,Felipe,0.0903507902905
CLOUD WITNESS,GIRL ALARM,0.5
CLOUD WITNESS,GUM MEMORY,0.288675134595
CLOUD WITNESS,HELICOPTER PILOT,0.0
CLOUD WITNESS,HOCKEY COACH,0.25
CLOUD WITNESS,HOCKEY TEAMMATE,0.0
CLOUD WITNESS,HOUSE OF CARDS WORKER,0.353553390593
CLOUD WITNESS,IMAGINARY BOYFRIEND,0.288675134595
CLOUD WITNESS,IMAGINARY BOYFRIENDS,0.5
CLOUD WITNESS,JANGLES,0.0
CLOUD WITNESS,Joyce,0.0595491334175
CLOUD WITNESS,MALE FORGETTER,0.0980580675691
CLOUD WITNESS,MEG,0.123091490979
CLOUD WITNESS,MIND WORKER COP #1,0.196116135138
CLOUD WITNESS,MIND WORKER COP #2,0.0
CLOUD WITNESS,MOM,0.0552157630374
CLOUD WITNESS,MOM'S Angelo,0.171498585143
CLOUD WITNESS,MOM'S Diane,0.150755672289
CLOUD WITNESS,MOM'S Felipe,0.204124145232
CLOUD WITNESS,MOM'S Joyce,0.213200716356
CLOUD WITNESS,MOM'S Sandra,0.138675049056
CLOUD WITNESS,MOUSE,0.353553390593
CLOUD WITNESS,PIZZA BEAR,0.0
CLOUD WITNESS,PIZZA SLICE,0.408248290464
CLOUD WITNESS,RILEY,0.0617802063215
CLOUD WITNESS,RILEY VOICE,0.0
CLOUD WITNESS,SPORTS ANNOUNCER,0.0
CLOUD WITNESS,SUBCONSCIOUS GUARD DAVE,0.182574185835
CLOUD WITNESS,SUBCONSCIOUS GUARD FRANK,0.182574185835
CLOUD WITNESS,Sandra,0.0872041440394
CLOUD WITNESS,TEACHER,0.0
CLOUD WITNESS,TRAIN ENGINEER,0.0
CLOUD WITNESS,WORKER #1,0.25
CLOUD WITNESS,WORKER FRITZ,0.267261241912
CLOUD WITNESS,YOUNG RILEY,0.204124145232
DAD,DAD,1.0
DAD,DAD'S Angelo,0.169790543991
DAD,DAD'S Felipe,0.099380799
DAD,DREAM DIRECTOR,0.110656667034
DAD,DREAM PRODUCTIONS COP #1,0.099380799
DAD,DREAM STUDENT #1,0.076980035892
DAD,DREAM STUDENT #2,0.175682092232
DAD,Diane,0.294168545674
DAD,EXTRA,0.157959700736
DAD,FEMALE FORGETTER,0.188178162327
DAD,Felipe,0.280427273606
DAD,GIRL ALARM,0.12171612389
DAD,GUM MEMORY,0.0702728368926
DAD,HELICOPTER PILOT,0.099380799
DAD,HOCKEY COACH,0.060858061945
DAD,HOCKEY TEAMMATE,0.099380799
DAD,HOUSE OF CARDS WORKER,0.0430331482912
DAD,IMAGINARY BOYFRIEND,0.105409255339
DAD,IMAGINARY BOYFRIENDS,0.12171612389
DAD,JANGLES,0.10886621079
DAD,Joyce,0.260931229221
DAD,MALE FORGETTER,0.0954819832053
DAD,MEG,0.149822191658
DAD,MIND WORKER COP #1,0.167093470609
DAD,MIND WORKER COP #2,0.0
DAD,MOM,0.356194378691
DAD,MOM'S Angelo,0.104370715181
DAD,MOM'S Diane,0.183493960854
DAD,MOM'S Felipe,0.198761598
DAD,MOM'S Joyce,0.207599718443
DAD,MOM'S Sandra,0.185668883965
DAD,MOUSE,0.129099444874
DAD,PIZZA BEAR,0.038490017946
DAD,PIZZA SLICE,0.099380799
DAD,RILEY,0.293266242617
DAD,RILEY VOICE,0.076980035892
DAD,SPORTS ANNOUNCER,0.0975900072949
DAD,SUBCONSCIOUS GUARD DAVE,0.155555555556
DAD,SUBCONSCIOUS GUARD FRANK,0.2
DAD,Sandra,0.249432534391
DAD,TEACHER,0.247327411072
DAD,TRAIN ENGINEER,0.0860662965824
DAD,WORKER #1,0.152145154863
DAD,WORKER FRITZ,0.162650012158
DAD,YOUNG RILEY,0.099380799
DAD'S Angelo,DAD'S Angelo,1.0
DAD'S Angelo,DAD'S Felipe,0.158192999292
DAD'S Angelo,DREAM DIRECTOR,0.0939422784602
DAD'S Angelo,DREAM PRODUCTIONS COP #1,0.0949157995752
DAD'S Angelo,DREAM STUDENT #1,0.147042924419
DAD'S Angelo,DREAM STUDENT #2,0.201346816564
DAD'S Angelo,Diane,0.179809334622
DAD'S Angelo,EXTRA,0.0754314286405
DAD'S Angelo,FEMALE FORGETTER,0.154048849789
DAD'S Angelo,Felipe,0.178552122508
DAD'S Angelo,GIRL ALARM,0.116247638744
DAD'S Angelo,GUM MEMORY,0.134231211043
DAD'S Angelo,HELICOPTER PILOT,0.0949157995752
DAD'S Angelo,HOCKEY COACH,0.0581238193719
DAD'S Angelo,HOCKEY TEAMMATE,0.0949157995752
DAD'S Angelo,HOUSE OF CARDS WORKER,0.0821994936527
DAD'S Angelo,IMAGINARY BOYFRIEND,0.0671156055214
DAD'S Angelo,IMAGINARY BOYFRIENDS,0.116247638744
DAD'S Angelo,JANGLES,0.103975048982
DAD'S Angelo,Joyce,0.14537136913
DAD'S Angelo,MALE FORGETTER,0.159586263406
DAD'S Angelo,MEG,0.114472761406
DAD'S Angelo,MIND WORKER COP #1,0.182384301035
DAD'S Angelo,MIND WORKER COP #2,0.0
DAD'S Angelo,MOM,0.128374041491
DAD'S Angelo,MOM'S Angelo,0.159490444566
DAD'S Angelo,MOM'S Diane,0.105149945585
DAD'S Angelo,MOM'S Felipe,0.0949157995752
DAD'S Angelo,MOM'S Joyce,0.0991363194193
DAD'S Angelo,MOM'S Sandra,0.128965176044
DAD'S Angelo,MOUSE,0.164398987305
DAD'S Angelo,PIZZA BEAR,0.0735214622094
DAD'S Angelo,PIZZA SLICE,0.0949157995752
DAD'S Angelo,RILEY,0.172363274544
DAD'S Angelo,RILEY VOICE,0.0
DAD'S Angelo,SPORTS ANNOUNCER,0.0621369766001
DAD'S Angelo,SUBCONSCIOUS GUARD DAVE,0.169790543991
DAD'S Angelo,SUBCONSCIOUS GUARD FRANK,0.127342907993
DAD'S Angelo,Sandra,0.162196413332
DAD'S Angelo,TEACHER,0.0590538595357
DAD'S Angelo,TRAIN ENGINEER,0.0
DAD'S Angelo,WORKER #1,0.174371458116
DAD'S Angelo,WORKER FRITZ,0.1242739532
DAD'S Angelo,YOUNG RILEY,0.142373699363
DAD'S Felipe,DAD'S Felipe,1.0
DAD'S Felipe,DREAM DIRECTOR,0.0824786098842
DAD'S Felipe,DREAM PRODUCTIONS COP #1,0.111111111111
DAD'S Felipe,DREAM STUDENT #1,0.0860662965824
DAD'S Felipe,DREAM STUDENT #2,0.0785674201318
DAD'S Felipe,Diane,0.105244938395
DAD'S Felipe,EXTRA,0.0441510785688
DAD'S Felipe,FEMALE FORGETTER,0.0601113089778
DAD'S Felipe,Felipe,0.0860662965824
DAD'S Felipe,GIRL ALARM,0.136082763488
DAD'S Felipe,GUM MEMORY,0.0785674201318
DAD'S Felipe,HELICOPTER PILOT,0.0
DAD'S Felipe,HOCKEY COACH,0.068041381744
DAD'S Felipe,HOCKEY TEAMMATE,0.111111111111
DAD'S Felipe,HOUSE OF CARDS WORKER,0.0962250448649
DAD'S Felipe,IMAGINARY BOYFRIEND,0.0785674201318
DAD'S Felipe,IMAGINARY BOYFRIENDS,0.136082763488
DAD'S Felipe,JANGLES,0.060858061945
DAD'S Felipe,Joyce,0.0891397170265
DAD'S Felipe,MALE FORGETTER,0.0800640769025
DAD'S Felipe,MEG,0.100503781526
DAD'S Felipe,MIND WORKER COP #1,0.106752102537
DAD'S Felipe,MIND WORKER COP #2,0.0
DAD'S Felipe,MOM,0.0601113089778
DAD'S Felipe,MOM'S Angelo,0.0933520056019
DAD'S Felipe,MOM'S Diane,0.123091490979
DAD'S Felipe,MOM'S Felipe,0.111111111111
DAD'S Felipe,MOM'S Joyce,0.116051770637
DAD'S Felipe,MOM'S Sandra,0.0754851356096
