character1,character2,tfidf_similarity
ABSTRACT WORKER #1,ABSTRACT WORKER #1,1.0
ABSTRACT WORKER #1,ABSTRACT WORKER #2,0.0
ABSTRACT WORKER #1,Angelo,0.0578107125843
ABSTRACT WORKER #1,BING BONG,0.0423508386441
ABSTRACT WORKER #1,BOYFRIEND GENERATOR WORKER,0.0
ABSTRACT WORKER #1,CLOUD MAN,0.00268576166793
ABSTRACT WORKER #1,CLOUD WITNESS,0.0
ABSTRACT WORKER #1,DAD,0.0427192275613
ABSTRACT WORKER #1,DAD'S Angelo,0.0281009845518
ABSTRACT WORKER #1,DAD'S Felipe,0.00127108681389
ABSTRACT WORKER #1,DREAM DIRECTOR,0.0754906661904
ABSTRACT WORKER #1,DREAM PRODUCTIONS COP #1,0.0
ABSTRACT WORKER #1,DREAM STUDENT #1,0.0174310025989
ABSTRACT WORKER #1,DREAM STUDENT #2,0.0218951087416
ABSTRACT WORKER #1,Diane,0.0346104345509
ABSTRACT WORKER #1,EXTRA,0.0371895389713
ABSTRACT WORKER #1,FEMALE FORGETTER,0.0147751544359
ABSTRACT WORKER #1,Felipe,0.0388855673763
ABSTRACT WORKER #1,GIRL ALARM,0.0
ABSTRACT WORKER #1,GUM MEMORY,0.0
ABSTRACT WORKER #1,HELICOPTER PILOT,0.0
ABSTRACT WORKER #1,HOCKEY COACH,0.0233748148402
ABSTRACT WORKER #1,HOCKEY TEAMMATE,0.00734866743018
ABSTRACT WORKER #1,HOUSE OF CARDS WORKER,0.0
ABSTRACT WORKER #1,IMAGINARY BOYFRIEND,0.0
ABSTRACT WORKER #1,IMAGINARY BOYFRIENDS,0.0
ABSTRACT WORKER #1,JANGLES,0.00222839460454
ABSTRACT WORKER #1,Joyce,0.036660433757
ABSTRACT WORKER #1,MALE FORGETTER,0.0129948403958
ABSTRACT WORKER #1,MEG,0.0286967275531
ABSTRACT WORKER #1,MIND WORKER COP #1,0.00290424400537
ABSTRACT WORKER #1,MIND WORKER COP #2,0.0
ABSTRACT WORKER #1,MOM,0.0284466873907
ABSTRACT WORKER #1,MOM'S Angelo,0.0367610704589
ABSTRACT WORKER #1,MOM'S Diane,0.0408016870789
ABSTRACT WORKER #1,MOM'S Felipe,0.00328982060622
ABSTRACT WORKER #1,MOM'S Joyce,0.00362333978577
ABSTRACT WORKER #1,MOM'S Sandra,0.0122493320919
ABSTRACT WORKER #1,MOUSE,0.0
ABSTRACT WORKER #1,PIZZA BEAR,0.0039546030784
ABSTRACT WORKER #1,PIZZA SLICE,0.0
ABSTRACT WORKER #1,RILEY,0.0332479393615
ABSTRACT WORKER #1,RILEY VOICE,0.0
ABSTRACT WORKER #1,SPORTS ANNOUNCER,0.0
ABSTRACT WORKER #1,SUBCONSCIOUS GUARD DAVE,0.0118747199231
ABSTRACT WORKER #1,SUBCONSCIOUS GUARD FRANK,0.02738498029
ABSTRACT WORKER #1,Sandra,0.0669293312226
ABSTRACT WORKER #1,TEACHER,0.0952477078093
ABSTRACT WORKER #1,TRAIN ENGINEER,0.0307668352878
ABSTRACT WORKER #1,WORKER #1,0.0219426414617
ABSTRACT WORKER #1,WORKER FRITZ,0.0242640594904
ABSTRACT WORKER #1,YOUNG RILEY,0.0285379499975
ABSTRACT WORKER #2,ABSTRACT WORKER #2,1.0
ABSTRACT WORKER #2,Angelo,0.0
ABSTRACT WORKER #2,BING BONG,0.0210609367423
ABSTRACT WORKER #2,BOYFRIEND GENERATOR WORKER,0.0
ABSTRACT WORKER #2,CLOUD MAN,0.0
ABSTRACT WORKER #2,CLOUD WITNESS,0.0
ABSTRACT WORKER #2,DAD,0.0
ABSTRACT WORKER #2,DAD'S Angelo,0.0
ABSTRACT WORKER #2,DAD'S Felipe,0.0
ABSTRACT WORKER #2,DREAM DIRECTOR,0.0
ABSTRACT WORKER #2,DREAM PRODUCTIONS COP #1,0.0
ABSTRACT WORKER #2,DREAM STUDENT #1,0.0
ABSTRACT WORKER #2,DREAM STUDENT #2,0.0
ABSTRACT WORKER #2,Diane,0.0
ABSTRACT WORKER #2,EXTRA,0.0
ABSTRACT WORKER #2,FEMALE FORGETTER,0.0
ABSTRACT WORKER #2,Felipe,0.0
ABSTRACT WORKER #2,GIRL ALARM,0.0
ABSTRACT WORKER #2,GUM MEMORY,0.0
ABSTRACT WORKER #2,HELICOPTER PILOT,0.0
ABSTRACT WORKER #2,HOCKEY COACH,0.0
ABSTRACT WORKER #2,HOCKEY TEAMMATE,0.0
ABSTRACT WORKER #2,HOUSE OF CARDS WORKER,0.0
ABSTRACT WORKER #2,IMAGINARY BOYFRIEND,0.0
ABSTRACT WORKER #2,IMAGINARY BOYFRIENDS,0.0
ABSTRACT WORKER #2,JANGLES,0.0
ABSTRACT WORKER #2,Joyce,0.0176888517475
ABSTRACT WORKER #2,MALE FORGETTER,0.0
ABSTRACT WORKER #2,MEG,0.0
ABSTRACT WORKER #2,MIND WORKER COP #1,0.0
ABSTRACT WORKER #2,MIND WORKER COP #2,0.0
ABSTRACT WORKER #2,MOM,0.0
ABSTRACT WORKER #2,MOM'S Angelo,0.0
ABSTRACT WORKER #2,MOM'S Diane,0.0
ABSTRACT WORKER #2,MOM'S Felipe,0.0
ABSTRACT WORKER #2,MOM'S Joyce,0.0
ABSTRACT WORKER #2,MOM'S Sandra,0.0
ABSTRACT WORKER #2,MOUSE,0.0
ABSTRACT WORKER #2,PIZZA BEAR,0.0
ABSTRACT WORKER #2,PIZZA SLICE,0.0
ABSTRACT WORKER #2,RILEY,0.0
ABSTRACT WORKER #2,RILEY VOICE,0.0
ABSTRACT WORKER #2,SPORTS ANNOUNCER,0.0
ABSTRACT WORKER #2,SUBCONSCIOUS GUARD DAVE,0.0
ABSTRACT WORKER #2,SUBCONSCIOUS GUARD FRANK,0.0
ABSTRACT WORKER #2,Sandra,0.0597795172343
ABSTRACT WORKER #2,TEACHER,0.0
ABSTRACT WORKER #2,TRAIN ENGINEER,0.0
ABSTRACT WORKER #2,WORKER #1,0.0
ABSTRACT WORKER #2,WORKER FRITZ,0.0
ABSTRACT WORKER #2,YOUNG RILEY,0.0
Angelo,Angelo,1.0
Angelo,BING BONG,0.144362662521
Angelo,BOYFRIEND GENERATOR WORKER,0.0
Angelo,CLOUD MAN,0.046583924218
Angelo,CLOUD WITNESS,0.0641343502307
Angelo,DAD,0.186812490484
Angelo,DAD'S Angelo,0.089847644978
Angelo,DAD'S Felipe,0.00952830103873
Angelo,DREAM DIRECTOR,0.0581009948037
Angelo,DREAM PRODUCTIONS COP #1,0.033027329187
Angelo,DREAM STUDENT #1,0.00569311159085
Angelo,DREAM STUDENT #2,0.0495473087259
Angelo,Diane,0.239455611343
Angelo,EXTRA,0.0466482864202
Angelo,FEMALE FORGETTER,0.0936591223608
Angelo,Felipe,0.237360161346
Angelo,GIRL ALARM,0.00227965349682
Angelo,GUM MEMORY,0.0481352585443
Angelo,HELICOPTER PILOT,0.0109759320615
Angelo,HOCKEY COACH,0.0286373102575
Angelo,HOCKEY TEAMMATE,0.0131114334701
Angelo,HOUSE OF CARDS WORKER,0.0262578916516
Angelo,IMAGINARY BOYFRIEND,0.0379176165708
Angelo,IMAGINARY BOYFRIENDS,0.0330416638114
Angelo,JANGLES,0.0587012575753
Angelo,Joyce,0.234836156899
Angelo,MALE FORGETTER,0.063884279451
Angelo,MEG,0.0773076081579
Angelo,MIND WORKER COP #1,0.0939760441652
Angelo,MIND WORKER COP #2,0.0
Angelo,MOM,0.144122392617
Angelo,MOM'S Angelo,0.0693918952622
Angelo,MOM'S Diane,0.0878447442731
Angelo,MOM'S Felipe,0.0893642546957
Angelo,MOM'S Joyce,0.0726302422297
Angelo,MOM'S Sandra,0.0955401047005
Angelo,MOUSE,0.0620442924196
Angelo,PIZZA BEAR,0.0159075714241
Angelo,PIZZA SLICE,0.0435830086846
Angelo,RILEY,0.136861406806
Angelo,RILEY VOICE,0.0483878449343
Angelo,SPORTS ANNOUNCER,0.00708915545778
Angelo,SUBCONSCIOUS GUARD DAVE,0.0432082277064
Angelo,SUBCONSCIOUS GUARD FRANK,0.0511906298378
Angelo,Sandra,0.180185279309
Angelo,TEACHER,0.104343242179
Angelo,TRAIN ENGINEER,0.0494278500341
Angelo,WORKER #1,0.0373682706845
Angelo,WORKER FRITZ,0.0932617397392
Angelo,YOUNG RILEY,0.0251821183061
BING BONG,BING BONG,1.0
BING BONG,BOYFRIEND GENERATOR WORKER,0.0468094711177
BING BONG,CLOUD MAN,0.0352532864364
BING BONG,CLOUD WITNESS,0.00257284171453
BING BONG,DAD,0.130076889202
BING BONG,DAD'S Angelo,0.0520405761812
BING BONG,DAD'S Felipe,0.0262498533437
BING BONG,DREAM DIRECTOR,0.0814762393064
BING BONG,DREAM PRODUCTIONS COP #1,0.0660577279013
BING BONG,DREAM STUDENT #1,0.00724456626766
BING BONG,DREAM STUDENT #2,0.0369076626517
BING BONG,Diane,0.146364078109
BING BONG,EXTRA,0.0241773602555
BING BONG,FEMALE FORGETTER,0.103047385009
BING BONG,Felipe,0.163860018529
BING BONG,GIRL ALARM,0.00228861753311
BING BONG,GUM MEMORY,0.0103148447476
BING BONG,HELICOPTER PILOT,0.0468178682057
BING BONG,HOCKEY COACH,0.0132804197104
BING BONG,HOCKEY TEAMMATE,0.0601346778844
BING BONG,HOUSE OF CARDS WORKER,0.000897179317845
BING BONG,IMAGINARY BOYFRIEND,0.0231885040678
BING BONG,IMAGINARY BOYFRIENDS,0.0361063058566
BING BONG,JANGLES,0.0163966687674
BING BONG,Joyce,0.298388201139
BING BONG,MALE FORGETTER,0.0912142708032
BING BONG,MEG,0.0633848525952
BING BONG,MIND WORKER COP #1,0.101227160943
BING BONG,MIND WORKER COP #2,0.0146315840681
BING BONG,MOM,0.131179895964
BING BONG,MOM'S Angelo,0.0239852551221
BING BONG,MOM'S Diane,0.0712633157707
BING BONG,MOM'S Felipe,0.0411687041913
BING BONG,MOM'S Joyce,0.0453423519637
BING BONG,MOM'S Sandra,0.0517176588193
BING BONG,MOUSE,0.0353085269488
BING BONG,PIZZA BEAR,0.00181973703052
BING BONG,PIZZA SLICE,0.00115367319652
BING BONG,RILEY,0.124968739676
BING BONG,RILEY VOICE,0.0062945814884
BING BONG,SPORTS ANNOUNCER,0.0157106894397
BING BONG,SUBCONSCIOUS GUARD DAVE,0.049275094205
BING BONG,SUBCONSCIOUS GUARD FRANK,0.0627688047773
BING BONG,Sandra,0.194400504415
BING BONG,TEACHER,0.0715157398542
BING BONG,TRAIN ENGINEER,0.0194530134519
BING BONG,WORKER #1,0.0278059101457
BING BONG,WORKER FRITZ,0.0492980316572
BING BONG,YOUNG RILEY,0.0739799470018
BOYFRIEND GENERATOR WORKER,BOYFRIEND GENERATOR WORKER,1.0
BOYFRIEND GENERATOR WORKER,CLOUD MAN,0.0
BOYFRIEND GENERATOR WORKER,CLOUD WITNESS,0.0
BOYFRIEND GENERATOR WORKER,DAD,0.0
BOYFRIEND GENERATOR WORKER,DAD'S Angelo,0.0
BOYFRIEND GENERATOR WORKER,DAD'S Felipe,0.0
BOYFRIEND GENERATOR WORKER,DREAM DIRECTOR,0.0
BOYFRIEND GENERATOR WORKER,DREAM PRODUCTIONS COP #1,0.0
BOYFRIEND GENERATOR WORKER,DREAM STUDENT #1,0.0
BOYFRIEND GENERATOR WORKER,DREAM STUDENT #2,0.0
BOYFRIEND GENERATOR WORKER,Diane,0.0
BOYFRIEND GENERATOR WORKER,EXTRA,0.0
BOYFRIEND GENERATOR WORKER,FEMALE FORGETTER,0.0
BOYFRIEND GENERATOR WORKER,Felipe,0.0
BOYFRIEND GENERATOR WORKER,GIRL ALARM,0.0
BOYFRIEND GENERATOR WORKER,GUM MEMORY,0.0
BOYFRIEND GENERATOR WORKER,HELICOPTER PILOT,0.0
BOYFRIEND GENERATOR WORKER,HOCKEY COACH,0.0
BOYFRIEND GENERATOR WORKER,HOCKEY TEAMMATE,0.0
BOYFRIEND GENERATOR WORKER,HOUSE OF CARDS WORKER,0.0
BOYFRIEND GENERATOR WORKER,IMAGINARY BOYFRIEND,0.0
BOYFRIEND GENERATOR WORKER,IMAGINARY BOYFRIENDS,0.0
BOYFRIEND GENERATOR WORKER,JANGLES,0.0
BOYFRIEND GENERATOR WORKER,Joyce,0.0
BOYFRIEND GENERATOR WORKER,MALE FORGETTER,0.0
BOYFRIEND GENERATOR WORKER,MEG,0.0
BOYFRIEND GENERATOR WORKER,MIND WORKER COP #1,0.0
BOYFRIEND GENERATOR WORKER,MIND WORKER COP #2,0.0
BOYFRIEND GENERATOR WORKER,MOM,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Angelo,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Diane,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Felipe,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Joyce,0.0
BOYFRIEND GENERATOR WORKER,MOM'S Sandra,0.0
BOYFRIEND GENERATOR WORKER,MOUSE,0.0
BOYFRIEND GENERATOR WORKER,PIZZA BEAR,0.0
BOYFRIEND GENERATOR WORKER,PIZZA SLICE,0.0
BOYFRIEND GENERATOR WORKER,RILEY,0.0
BOYFRIEND GENERATOR WORKER,RILEY VOICE,0.0
BOYFRIEND GENERATOR WORKER,SPORTS ANNOUNCER,0.0
BOYFRIEND GENERATOR WORKER,SUBCONSCIOUS GUARD DAVE,0.0
BOYFRIEND GENERATOR WORKER,SUBCONSCIOUS GUARD FRANK,0.0
BOYFRIEND GENERATOR WORKER,Sandra,0.0
BOYFRIEND GENERATOR WORKER,TEACHER,0.0
BOYFRIEND GENERATOR WORKER,TRAIN ENGINEER,0.0
BOYFRIEND GENERATOR WORKER,WORKER #1,0.0
BOYFRIEND GENERATOR WORKER,WORKER FRITZ,0.0
BOYFRIEND GENERATOR WORKER,YOUNG RILEY,0.0
CLOUD MAN,CLOUD MAN,1.0
CLOUD MAN,CLOUD WITNESS,0.00589216731122
CLOUD MAN,DAD,0.022445568124
CLOUD MAN,DAD'S Angelo,0.02911948268
CLOUD MAN,DAD'S Felipe,0.00264416027838
CLOUD MAN,DREAM DIRECTOR,0.00219368875519
CLOUD MAN,DREAM PRODUCTIONS COP #1,0.00370969259073
CLOUD MAN,DREAM STUDENT #1,0.00233748190105
CLOUD MAN,DREAM STUDENT #2,0.0615671705112
CLOUD MAN,Diane,0.0508904201277
CLOUD MAN,EXTRA,0.0242462336562
CLOUD MAN,FEMALE FORGETTER,0.00316232952532
CLOUD MAN,Felipe,0.0269185220655
CLOUD MAN,GIRL ALARM,0.00524125419001
CLOUD MAN,GUM MEMORY,0.00174047162448
CLOUD MAN,HELICOPTER PILOT,0.0
CLOUD MAN,HOCKEY COACH,0.00201966032407
CLOUD MAN,HOCKEY TEAMMATE,0.00927709658982
CLOUD MAN,HOUSE OF CARDS WORKER,0.00205466609899
CLOUD MAN,IMAGINARY BOYFRIEND,0.0709922335445
CLOUD MAN,IMAGINARY BOYFRIENDS,0.00994687903028
CLOUD MAN,JANGLES,0.00281316744607
CLOUD MAN,Joyce,0.0837189242917
CLOUD MAN,MALE FORGETTER,0.00284505410246
CLOUD MAN,MEG,0.00363536826502
CLOUD MAN,MIND WORKER COP #1,0.0387846528291
CLOUD MAN,MIND WORKER COP #2,0.0
CLOUD MAN,MOM,0.0564583276926
CLOUD MAN,MOM'S Angelo,0.0409312260347
CLOUD MAN,MOM'S Diane,0.00454452522366
CLOUD MAN,MOM'S Felipe,0.00561130399431
CLOUD MAN,MOM'S Joyce,0.00618017316026
CLOUD MAN,MOM'S Sandra,0.00355101001184
CLOUD MAN,MOUSE,0.00391702302338
CLOUD MAN,PIZZA BEAR,0.00499236563381
CLOUD MAN,PIZZA SLICE,0.00264207294914
CLOUD MAN,RILEY,0.00953678175574
CLOUD MAN,RILEY VOICE,0.0
CLOUD MAN,SPORTS ANNOUNCER,0.0
CLOUD MAN,SUBCONSCIOUS GUARD DAVE,0.0285535062818
CLOUD MAN,SUBCONSCIOUS GUARD FRANK,0.00391396476983
CLOUD MAN,Sandra,0.06476647931
CLOUD MAN,TEACHER,0.0230057086316
CLOUD MAN,TRAIN ENGINEER,0.0
CLOUD MAN,WORKER #1,0.00706123404418
CLOUD MAN,WORKER FRITZ,0.00182481625693
CLOUD MAN,YOUNG RILEY,0.00488758221441
CLOUD WITNESS,CLOUD WITNESS,1.0
CLOUD WITNESS,DAD,0.00338703498406
CLOUD WITNESS,DAD'S Angelo,0.00473403599312
CLOUD WITNESS,DAD'S Felipe,0.00514519999054
CLOUD WITNESS,DREAM DIRECTOR,0.00447917032487
CLOUD WITNESS,DREAM PRODUCTIONS COP #1,0.0183615310278
CLOUD WITNESS,DREAM STUDENT #1,0.011569623467
CLOUD WITNESS,DREAM STUDENT #2,0.0145326215445
CLOUD WITNESS,Diane,0.0709874320898
CLOUD WITNESS,EXTRA,0.0
CLOUD WITNESS,FEMALE FORGETTER,0.00520298838911
CLOUD WITNESS,Felipe,0.0716828727648
CLOUD WITNESS,GIRL ALARM,0.0259421634222
CLOUD WITNESS,GUM MEMORY,0.00861465551509
CLOUD WITNESS,HELICOPTER PILOT,0.0
CLOUD WITNESS,HOCKEY COACH,0.00999653065561
CLOUD WITNESS,HOCKEY TEAMMATE,0.0
CLOUD WITNESS,HOUSE OF CARDS WORKER,0.0101697955843
CLOUD WITNESS,IMAGINARY BOYFRIEND,0.0103042121113
CLOUD WITNESS,IMAGINARY BOYFRIENDS,0.0492331705331
CLOUD WITNESS,JANGLES,0.0
CLOUD WITNESS,Joyce,0.0400417336603
CLOUD WITNESS,MALE FORGETTER,0.004144598765
CLOUD WITNESS,MEG,0.00323455313674
CLOUD WITNESS,MIND WORKER COP #1,0.00828949378565
CLOUD WITNESS,MIND WORKER COP #2,0.0
CLOUD WITNESS,MOM,0.00297339398163
CLOUD WITNESS,MOM'S Angelo,0.00430683221165
CLOUD WITNESS,MOM'S Diane,0.00478022043448
CLOUD WITNESS,MOM'S Felipe,0.00721738405429
CLOUD WITNESS,MOM'S Joyce,0.00794907623341
CLOUD WITNESS,MOM'S Sandra,0.00373517799687
CLOUD WITNESS,MOUSE,0.0193877357817
CLOUD WITNESS,PIZZA BEAR,0.0
CLOUD WITNESS,PIZZA SLICE,0.0130772303222
CLOUD WITNESS,RILEY,0.00330195735808
CLOUD WITNESS,RILEY VOICE,0.0
CLOUD WITNESS,SPORTS ANNOUNCER,0.0
CLOUD WITNESS,SUBCONSCIOUS GUARD DAVE,0.00651961484247
CLOUD WITNESS,SUBCONSCIOUS GUARD FRANK,0.0060744948979
CLOUD WITNESS,Sandra,0.0426249556173
CLOUD WITNESS,TEACHER,0.0
CLOUD WITNESS,TRAIN ENGINEER,0.0
CLOUD WITNESS,WORKER #1,0.00908231634675
CLOUD WITNESS,WORKER FRITZ,0.00903212853958
CLOUD WITNESS,YOUNG RILEY,0.00826161992029
DAD,DAD,1.0
DAD,DAD'S Angelo,0.0699328274784
DAD,DAD'S Felipe,0.0313777958799
DAD,DREAM DIRECTOR,0.0337379474982
DAD,DREAM PRODUCTIONS COP #1,0.0401600330208
DAD,DREAM STUDENT #1,0.00815835021149
DAD,DREAM STUDENT #2,0.0892130602904
DAD,Diane,0.152266641331
DAD,EXTRA,0.0475431192496
DAD,FEMALE FORGETTER,0.0827197583614
DAD,Felipe,0.14040930316
DAD,GIRL ALARM,0.0558284142279
DAD,GUM MEMORY,0.0164482175267
DAD,HELICOPTER PILOT,0.065828706395
DAD,HOCKEY COACH,0.00818496600927
DAD,HOCKEY TEAMMATE,0.0204493864999
DAD,HOUSE OF CARDS WORKER,0.00118109781855
DAD,IMAGINARY BOYFRIEND,0.0290511912403
DAD,IMAGINARY BOYFRIENDS,0.0539109194366
DAD,JANGLES,0.0390649827845
DAD,Joyce,0.153067010693
DAD,MALE FORGETTER,0.0336769949541
DAD,MEG,0.0396534453846
DAD,MIND WORKER COP #1,0.0562602125005
DAD,MIND WORKER COP #2,0.0
DAD,MOM,0.215145980472
DAD,MOM'S Angelo,0.0259926231267
DAD,MOM'S Diane,0.078009072847
DAD,MOM'S Felipe,0.075444583733
DAD,MOM'S Joyce,0.0830930906517
DAD,MOM'S Sandra,0.0666871304682
DAD,MOUSE,0.0611776327959
DAD,PIZZA BEAR,0.00251207152151
DAD,PIZZA SLICE,0.0490474125216
DAD,RILEY,0.153339336022
DAD,RILEY VOICE,0.0359892669313
DAD,SPORTS ANNOUNCER,0.0571518357983
DAD,SUBCONSCIOUS GUARD DAVE,0.035984636932
DAD,SUBCONSCIOUS GUARD FRANK,0.063218987089
DAD,Sandra,0.131088147968
DAD,TEACHER,0.103148772811
DAD,TRAIN ENGINEER,0.0276502449236
DAD,WORKER #1,0.033879810478
DAD,WORKER FRITZ,0.0867980459319
DAD,YOUNG RILEY,0.0127392065662
DAD'S Angelo,DAD'S Angelo,1.0
DAD'S Angelo,DAD'S Felipe,0.13587006715
DAD'S Angelo,DREAM DIRECTOR,0.0198673468451
DAD'S Angelo,DREAM PRODUCTIONS COP #1,0.00298053624758
DAD'S Angelo,DREAM STUDENT #1,0.0129138330207
DAD'S Angelo,DREAM STUDENT #2,0.0425024982931
DAD'S Angelo,Diane,0.0856930782324
DAD'S Angelo,EXTRA,0.0129160820445
DAD'S Angelo,FEMALE FORGETTER,0.0422855736611
DAD'S Angelo,Felipe,0.08478021538
DAD'S Angelo,GIRL ALARM,0.00421106269968
DAD'S Angelo,GUM MEMORY,0.0238128196521
DAD'S Angelo,HELICOPTER PILOT,0.0228139784232
DAD'S Angelo,HOCKEY COACH,0.00162268723256
DAD'S Angelo,HOCKEY TEAMMATE,0.00790451995395
DAD'S Angelo,HOUSE OF CARDS WORKER,0.00165081246894
DAD'S Angelo,IMAGINARY BOYFRIEND,0.00167263163698
DAD'S Angelo,IMAGINARY BOYFRIENDS,0.00799177634668
DAD'S Angelo,JANGLES,0.0116473033778
DAD'S Angelo,Joyce,0.0756581508254
DAD'S Angelo,MALE FORGETTER,0.0501942574108
DAD'S Angelo,MEG,0.0132001250179
DAD'S Angelo,MIND WORKER COP #1,0.0315164787211
DAD'S Angelo,MIND WORKER COP #2,0.0
DAD'S Angelo,MOM,0.0407189745958
DAD'S Angelo,MOM'S Angelo,0.0431240482391
DAD'S Angelo,MOM'S Diane,0.0179462552649
DAD'S Angelo,MOM'S Felipe,0.00471022448316
DAD'S Angelo,MOM'S Joyce,0.00518774298436
DAD'S Angelo,MOM'S Sandra,0.0542699464614
DAD'S Angelo,MOUSE,0.0487633198638
DAD'S Angelo,PIZZA BEAR,0.00425372888897
DAD'S Angelo,PIZZA SLICE,0.00212276192732
DAD'S Angelo,RILEY,0.0599017601802
DAD'S Angelo,RILEY VOICE,0.0
DAD'S Angelo,SPORTS ANNOUNCER,0.0147351349066
DAD'S Angelo,SUBCONSCIOUS GUARD DAVE,0.0183541533491
DAD'S Angelo,SUBCONSCIOUS GUARD FRANK,0.0147691707714
DAD'S Angelo,Sandra,0.0780208022602
DAD'S Angelo,TEACHER,0.0171123602294
DAD'S Angelo,TRAIN ENGINEER,0.0
DAD'S Angelo,WORKER #1,0.0171984716529
DAD'S Angelo,WORKER FRITZ,0.0621080701195
DAD'S Angelo,YOUNG RILEY,0.011024304843
DAD'S Felipe,DAD'S Felipe,1.0
DAD'S Felipe,DREAM DIRECTOR,0.0118053858919
DAD'S Felipe,DREAM PRODUCTIONS COP #1,0.00323940398745
DAD'S Felipe,DREAM STUDENT #1,0.00204115246902
DAD'S Felipe,DREAM STUDENT #2,0.00256389470507
DAD'S Felipe,Diane,0.0437219867472
DAD'S Felipe,EXTRA,0.00102123711704
DAD'S Felipe,FEMALE FORGETTER,0.00191706437391
DAD'S Felipe,Felipe,0.0260547378178
DAD'S Felipe,GIRL ALARM,0.00457680503361
DAD'S Felipe,GUM MEMORY,0.00151982693512
DAD'S Felipe,HELICOPTER PILOT,0.0
DAD'S Felipe,HOCKEY COACH,0.00176362206493
DAD'S Felipe,HOCKEY TEAMMATE,0.00439055903111
DAD'S Felipe,HOUSE OF CARDS WORKER,0.00179419005515
DAD'S Felipe,IMAGINARY BOYFRIEND,0.00181790427772
DAD'S Felipe,IMAGINARY BOYFRIENDS,0.00868588402014
DAD'S Felipe,JANGLES,0.00133138397523
DAD'S Felipe,Joyce,0.0434875993962
DAD'S Felipe,MALE FORGETTER,0.0106492321737
DAD'S Felipe,MEG,0.0194089943616
DAD'S Felipe,MIND WORKER COP #1,0.00319763997558
DAD'S Felipe,MIND WORKER COP #2,0.0
DAD'S Felipe,MOM,0.0120408073349
DAD'S Felipe,MOM'S Angelo,0.00228580621141
DAD'S Felipe,MOM'S Diane,0.0388713430807
DAD'S Felipe,MOM'S Felipe,0.00323886258183
DAD'S Felipe,MOM'S Joyce,0.00356721568075
DAD'S Felipe,MOM'S Sandra,0.00198240670785
DAD'S Felipe,MOUSE,0.00342045053345
